U0,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Classe
0.0,0.0426457,0.110397,0.167932,0.222334,0.261504,0.29619,0.338888,0.369347,0.393579,0.423324,0.465105,0.532525,0.639148,0.657784,0.686678,0.752466,0.828498,1.0,-0.0161552,-0.0571092,-0.294155,-0.286282,-0.300052,-0.0965648,-0.0781361,0.0232143,0.0544211,0.0619677,0.0524336,-0.0556637,-0.251514,-0.498179,-0.494524,-0.490566,-0.169799,-0.0111326,0.52008,0.490356,0.494701,0.22967,0.223498,0.342185,0.352166,0.584635,0.638843,0.6708,0.582779,0.397742,0.300531,0.0669722,-0.0902857,-0.286796,-0.354177,-0.326882,-0.327229,-0.273671,-0.417536,-0.423392,-0.270407,-0.320854,2
0.0,0.0184371,0.0444462,0.0980068,0.189848,0.231688,0.274949,0.315977,0.362715,0.388792,0.421151,0.473797,0.567138,0.639764,0.657178,0.678854,0.754767,0.841254,1.0,-0.0344409,-0.0128462,-0.113191,-0.263755,-0.312381,-0.277119,-0.072399,-0.0602743,0.065923,0.0504151,0.0651564,-0.0534805,-0.317893,-0.508828,-0.487278,-0.497752,-0.185442,0.00293369,0.529488,0.484609,0.496625,0.231861,0.225501,0.243262,0.337161,0.349917,0.618004,0.63898,0.684345,0.460344,0.361847,0.106366,-0.103423,-0.331533,-0.338409,-0.329728,-0.328688,-0.267641,-0.43134,-0.405638,-0.277547,-0.319248,2
0.0,0.0491461,0.0904234,0.0936567,0.15512,0.233614,0.28361,0.343634,0.343806,0.391932,0.48878,0.593412,0.625623,0.657674,0.6998,0.752889,0.826741,0.832943,1.0,-0.0173109,-0.0603942,-0.274186,-0.276452,-0.296049,-0.311939,-0.0863254,-0.0335377,0.0611871,0.0577859,0.0780886,-0.379695,-0.49305,-0.492566,-0.50731,-0.144228,-0.000314198,0.238381,0.506026,0.494534,0.493473,0.228919,0.225195,0.327688,0.346245,0.388176,0.572012,0.655626,0.664399,0.436779,0.337879,-0.0368309,-0.367584,-0.326353,-0.337119,-0.314319,-0.299466,-0.387193,-0.448129,-0.332688,-0.314103,-0.307228,2
0.0,0.0468677,0.103284,0.161051,0.216533,0.26933,0.325523,0.379509,0.429197,0.497101,0.557714,0.617032,0.656891,0.694978,0.762096,0.825379,0.885735,0.943691,1.0,-0.0151709,-0.0634276,-0.287349,-0.28437,-0.308093,-0.109769,-0.0504614,0.0557478,0.0853607,-0.0687633,-0.347911,-0.485421,-0.483675,-0.525273,-0.142235,0.00967775,0.333643,0.459905,0.499673,0.489561,0.496982,0.229809,0.223021,0.342581,0.347888,0.563935,0.64174,0.681341,0.46685,0.220112,-0.170593,-0.31877,-0.340927,-0.331671,-0.324975,-0.288658,-0.403903,-0.444378,-0.330207,-0.328188,-0.305518,-0.30684,2
0.0,0.0577767,0.12821,0.19955,0.277627,0.355211,0.414432,0.532261,0.559834,0.583447,0.602711,0.632174,0.696552,0.736227,0.756314,0.793816,0.83039,0.890904,1.0,-0.440655,-0.495875,-0.363391,-0.109594,0.0247337,0.135245,0.112519,-0.271281,-0.221241,-0.244233,-0.100661,-0.00137126,0.152914,0.252822,0.241197,0.0617514,-0.163093,-0.353307,-0.592294,-0.510766,-0.544759,0.486182,0.467246,0.697611,0.777896,0.673988,0.377205,0.159025,0.0604047,0.114207,0.0934621,0.108353,0.0835229,0.0548153,-0.10817,-0.260268,-0.381138,-0.431654,-0.469791,-0.286297,-0.290545,-0.278915,3
0.0,0.0614603,0.130542,0.20118,0.276485,0.355774,0.412325,0.527354,0.563015,0.585309,0.604269,0.634633,0.702391,0.739113,0.758592,0.795871,0.83179,0.890453,1.0,-0.439863,-0.499826,-0.350718,-0.105685,0.0274821,0.133582,0.115552,-0.26288,-0.222097,-0.246427,-0.0902486,0.006978,0.163766,0.259629,0.229961,0.0411362,-0.171367,-0.357299,-0.591334,-0.511014,-0.544634,0.483667,0.472031,0.70526,0.776294,0.669713,0.37619,0.161566,0.0613482,0.114177,0.0933125,0.10785,0.0813714,0.0500422,-0.125181,-0.272542,-0.388889,-0.432527,-0.46831,-0.285012,-0.291435,-0.278613,3
0.0,0.0715487,0.116249,0.154126,0.208218,0.271724,0.309727,0.362492,0.425275,0.505327,0.561842,0.608133,0.699897,0.718635,0.816591,0.831165,0.861321,0.963559,1.0,-0.447699,-0.486092,-0.376631,-0.147008,-0.0752993,0.0598142,0.10059,0.132446,0.0430662,-0.246191,-0.220156,-0.262843,0.115388,0.229567,0.260463,-0.183817,-0.326563,-0.555612,-0.517409,-0.543661,-0.533161,0.486098,0.463892,0.719455,0.734549,0.757053,0.624486,0.430202,0.274173,0.120245,0.0829424,0.100756,0.0997935,0.1017,-0.0462078,-0.335277,-0.44917,-0.451164,-0.353686,-0.27242,-0.290695,-0.274862,3
0.0,0.0552634,0.110172,0.1638,0.220298,0.279237,0.336382,0.389329,0.4407,0.501664,0.557139,0.60666,0.670082,0.740427,0.785946,0.838795,0.890609,0.943522,1.0,-0.449969,-0.473112,-0.41669,-0.151533,-0.063632,0.0757952,0.109438,0.133433,-0.0693375,-0.243253,-0.21649,-0.276275,0.0517471,0.223897,0.293483,-0.146587,-0.350793,-0.536626,-0.521922,-0.545283,-0.53323,0.493693,0.450987,0.6817,0.744181,0.75401,0.589042,0.37706,0.211847,0.0883472,0.0966679,0.0940976,0.103017,0.100929,-0.0221905,-0.291275,-0.438848,-0.466741,-0.335047,-0.288282,-0.285809,-0.27838,3
0.0,0.0375926,0.087072,0.126025,0.171266,0.228848,0.285586,0.362844,0.461148,0.495272,0.547194,0.6017,0.651662,0.685893,0.720158,0.762049,0.813552,0.878824,1.0,-0.29295,-0.320722,-0.208428,-0.0216609,0.10363,0.185282,0.192662,0.0957064,-0.0727591,-0.0777525,-0.0860139,0.10853,0.192528,0.22522,0.178743,0.0561128,-0.176129,-0.362658,-0.567356,-0.524374,-0.542056,0.40395,0.411912,0.472814,0.495314,0.428399,0.356942,0.0714528,-0.103804,-0.147864,-0.13838,-0.131413,-0.171588,-0.23843,-0.376401,-0.511283,-0.61426,-0.637145,-0.634565,-0.469731,-0.481327,-0.472455,3
0.0,0.0383331,0.0883847,0.127568,0.17285,0.230137,0.288835,0.367017,0.462681,0.496782,0.546579,0.600664,0.649955,0.684519,0.719131,0.762225,0.815249,0.880112,1.0,-0.29295,-0.321037,-0.204785,-0.0171611,0.106905,0.186624,0.191654,0.0890072,-0.0755545,-0.0778327,-0.084264,0.108687,0.190503,0.225115,0.181972,0.060064,-0.177805,-0.366341,-0.567099,-0.524232,-0.542153,0.404062,0.411838,0.474994,0.493932,0.427075,0.350911,0.0614864,-0.108111,-0.147184,-0.138308,-0.131579,-0.17195,-0.236766,-0.371163,-0.50736,-0.612938,-0.638386,-0.632803,-0.468864,-0.481819,-0.472269,3
0.0,0.0827862,0.120677,0.204614,0.21092,0.300163,0.356109,0.399764,0.475591,0.494557,0.525693,0.599754,0.619122,0.622529,0.737612,0.745431,0.826044,0.876185,1.0,-0.305184,-0.302641,-0.0637427,0.126206,0.188719,0.182976,0.0974482,-0.025658,-0.0845265,-0.0758565,-0.0802385,0.0736751,0.176367,0.195228,0.244244,0.165542,-0.196421,-0.358654,-0.565745,-0.523747,-0.542156,0.398192,0.444163,0.511133,0.424885,0.33872,0.0309135,-0.0922711,-0.143064,-0.13476,-0.141329,-0.134692,-0.153113,-0.223676,-0.276374,-0.415455,-0.59347,-0.642063,-0.637151,-0.470365,-0.481526,-0.472431,3
0.0,0.0545687,0.115161,0.174861,0.225338,0.277391,0.333426,0.388788,0.447808,0.501609,0.553869,0.612573,0.667247,0.721393,0.773175,0.829883,0.88462,0.942908,1.0,-0.296264,-0.320703,-0.125666,0.0821514,0.181029,0.195102,0.114442,0.0110068,-0.0774337,-0.0737272,-0.0954915,0.136832,0.200252,0.232297,0.0724799,-0.22376,-0.391301,-0.526957,-0.529898,-0.541048,-0.537442,0.404487,0.415451,0.513229,0.450941,0.37076,0.0872232,-0.0678747,-0.137459,-0.136598,-0.143594,-0.125538,-0.182295,-0.257002,-0.451485,-0.618638,-0.642953,-0.616276,-0.49915,-0.483956,-0.471172,-0.475688,3
0.0,0.00568978,0.0114896,0.0157615,0.019804,0.0303008,0.0691317,0.135421,0.33402,0.420693,0.46756,0.530218,0.69648,0.738289,0.785275,0.818437,0.844887,0.872193,1.0,0.0214576,0.021467,0.0171097,0.0194877,-0.0156979,-0.00975459,-0.0283004,-0.0609563,-0.046166,-0.0638271,-0.0481227,-0.337735,-0.549472,-0.60007,-0.548645,-0.262957,-0.129939,0.163126,0.466637,0.412523,0.435759,-0.374552,-0.376604,-0.351851,-0.356949,-0.180123,-0.167883,-0.0368746,0.219289,0.536667,0.523018,0.551119,0.101951,-0.122906,-0.179646,-0.161774,-0.131387,-0.1238,-0.116066,-0.116935,-0.116296,-0.116597,4
0.0,0.00526914,0.0113588,0.0146649,0.0193685,0.030639,0.0687209,0.133861,0.336973,0.413351,0.458849,0.531735,0.694978,0.731685,0.78185,0.819671,0.845637,0.872373,1.0,0.021237,0.0223544,0.0152414,0.0221277,-0.0138057,-0.0103155,-0.0270175,-0.0619454,-0.0438354,-0.0669065,-0.0455292,-0.317315,-0.556447,-0.589513,-0.561141,-0.280523,-0.132708,0.167189,0.466282,0.412552,0.435761,-0.374566,-0.378537,-0.343791,-0.370906,-0.189642,-0.169957,-0.0372591,0.213785,0.545192,0.514502,0.558225,0.126388,-0.129317,-0.173297,-0.165175,-0.132274,-0.1237,-0.116098,-0.116905,-0.116314,-0.116591,4
0.0,0.0652382,0.21239,0.314594,0.372181,0.392818,0.452147,0.541107,0.581064,0.697402,0.711779,0.727631,0.755401,0.767859,0.768542,0.820056,0.849432,0.895671,1.0,0.0287792,-0.021958,-0.0677491,-0.0480927,-0.0558067,-0.0620501,-0.0594978,-0.306544,-0.459718,-0.577825,-0.578597,-0.567693,-0.569073,-0.413803,-0.387294,-0.25519,-0.157146,0.244789,0.443315,0.42373,0.433413,-0.410637,-0.14492,0.348095,0.504807,0.542697,0.526132,0.537981,0.131383,-0.021326,-0.161338,-0.163316,-0.165744,-0.167553,-0.157285,-0.141504,-0.13141,-0.123955,-0.114913,-0.118009,-0.115649,-0.116821,4
0.0,0.0544953,0.110817,0.166642,0.223439,0.281742,0.351437,0.404854,0.451907,0.49857,0.554664,0.611537,0.674275,0.726342,0.771966,0.814929,0.854103,0.935939,1.0,0.0255581,-0.00803694,-0.0509803,-0.0568655,-0.0519794,-0.0568761,-0.0493311,-0.0672424,-0.046739,-0.255485,-0.407533,-0.507157,-0.578711,-0.562838,-0.602795,-0.328867,-0.140912,0.360989,0.414188,0.436089,0.430164,-0.418115,-0.174096,0.0821522,0.341208,0.450274,0.507427,0.543756,0.518643,0.559035,0.215781,0.0325788,-0.080173,-0.155936,-0.160729,-0.174591,-0.13646,-0.122422,-0.11395,-0.118421,-0.115588,-0.116926,4
0.0,0.027525,0.0462476,0.0794018,0.122548,0.316815,0.453766,0.502148,0.565866,0.615673,0.71711,0.797343,0.822344,0.83392,0.843933,0.856615,0.869766,0.893691,1.0,0.0360506,0.0414159,-0.029337,-0.0373099,-0.0558919,-0.033835,-0.0812147,-0.0253859,-0.273438,-0.318501,-0.510774,-0.51492,-0.512944,-0.503686,-0.27442,-0.081506,0.0730606,0.190057,0.414901,0.372993,0.398871,-0.482504,-0.497669,-0.193778,-0.0869202,0.145055,0.450506,0.375177,0.476282,0.150284,0.106619,-0.249994,-0.256289,-0.266316,-0.26215,-0.207854,-0.182507,-0.148739,-0.145989,-0.110451,-0.112934,-0.103191,4
0.0,0.0402015,0.0713945,0.104973,0.161177,0.394228,0.439564,0.493379,0.554238,0.599552,0.64687,0.790374,0.813825,0.826457,0.840048,0.851216,0.864214,0.890602,1.0,0.0457659,0.0129201,-0.0427825,-0.0479257,-0.0479893,-0.0507478,-0.0550772,-0.0681889,-0.265035,-0.293216,-0.431956,-0.542897,-0.500386,-0.516626,-0.387448,-0.178597,0.0263377,0.162579,0.419875,0.370978,0.399282,-0.518546,-0.387413,-0.109778,0.0436787,0.280631,0.444217,0.416871,0.419403,0.159385,0.141087,-0.0989667,-0.31104,-0.237822,-0.273635,-0.228268,-0.19774,-0.157134,-0.147136,-0.113334,-0.111298,-0.103752,4
0.0,0.0878983,0.0962731,0.153325,0.272628,0.340211,0.412741,0.435883,0.465195,0.560545,0.619705,0.705761,0.781848,0.786849,0.825286,0.839023,0.839382,0.890634,1.0,0.0502618,-0.0471341,-0.0475217,-0.0497414,-0.0456714,-0.0552106,-0.0566452,-0.0614584,-0.0720195,-0.245253,-0.289855,-0.49992,-0.516184,-0.516423,-0.50196,-0.553477,-0.251018,0.107212,0.410702,0.380374,0.396379,-0.537238,-0.141366,-0.00722354,0.270522,0.381296,0.423199,0.419774,0.419385,0.415364,0.17986,0.158139,-0.227311,-0.26368,-0.262418,-0.262881,-0.273101,-0.204882,-0.148519,-0.121602,-0.107223,-0.105007,4
