U0,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Classe
0.0,0.057271,0.112255,0.163856,0.221015,0.280307,0.357399,0.403498,0.446487,0.50174,0.55207,0.606092,0.66626,0.722574,0.777849,0.833345,0.889076,0.944477,1.0,-0.0586454,-0.0773492,-0.272292,-0.344249,-0.356403,0.0327072,0.278702,0.287095,-0.15244,-0.272405,-0.323809,-0.247821,-0.0935174,-0.0380092,0.00594042,0.0212292,0.0103022,0.00129593,-0.0445473,-0.040253,-0.0492687,0.748391,0.785206,0.788069,0.725334,0.586955,0.39792,0.18889,-0.102522,-0.177455,-0.135188,0.0433121,0.205507,0.425112,0.566978,0.680469,0.724372,0.737267,0.748281,0.751458,0.750493,0.75071,8
0.0,0.0331971,0.0652639,0.161063,0.221146,0.248368,0.263749,0.27686,0.290959,0.339891,0.409547,0.461139,0.484741,0.505176,0.589228,0.661187,0.741363,0.782744,1.0,-0.113346,-0.0781282,-0.210711,-0.41221,-0.502452,-0.449212,-0.222609,-0.131129,-0.0429939,0.0202685,0.112109,0.103662,-0.0619963,-0.221508,-0.364725,-0.464976,-0.331357,-0.223161,-0.0770387,-0.115555,-0.107655,0.658785,0.635837,0.689559,0.712045,0.590234,0.442699,0.338739,0.301151,0.258433,0.21068,0.12961,-0.122062,-0.215589,-0.232608,-0.188255,-0.00134181,0.223503,0.382842,0.664705,0.626393,0.648933,8
0.0,0.0334844,0.0637347,0.163751,0.221837,0.248597,0.263809,0.277642,0.292555,0.343991,0.414311,0.462344,0.485417,0.506916,0.588972,0.659657,0.739599,0.782784,1.0,-0.113478,-0.0775815,-0.209,-0.41381,-0.505536,-0.443515,-0.220107,-0.129063,-0.0393109,0.0246238,0.117841,0.0958689,-0.0726696,-0.226952,-0.36537,-0.463719,-0.333722,-0.224753,-0.0769005,-0.11547,-0.107681,0.658803,0.635627,0.688843,0.712755,0.589114,0.439064,0.338088,0.300274,0.25573,0.208821,0.116788,-0.133873,-0.216694,-0.232668,-0.185434,-0.00185939,0.220504,0.379912,0.664675,0.626593,0.648874,8
0.0,0.018448,0.0250915,0.045185,0.175254,0.202697,0.269915,0.321961,0.424505,0.440488,0.457945,0.490697,0.609744,0.615184,0.656077,0.709332,0.794898,0.819234,1.0,-0.099804,-0.119805,-0.0938499,-0.188164,-0.416695,-0.50227,-0.438989,-0.0598471,0.107713,0.123744,-0.0294476,-0.120034,-0.383436,-0.439541,-0.398354,-0.333624,-0.238556,-0.159253,-0.0880314,-0.116732,-0.106696,0.65111,0.659547,0.642628,0.676862,0.735833,0.604599,0.430641,0.270062,0.167522,-0.0922404,-0.194002,-0.221933,-0.247877,-0.0238252,0.105121,0.222697,0.354806,0.504992,0.655046,0.626464,0.65033,8
0.0,0.0486678,0.110803,0.166116,0.214708,0.271838,0.33217,0.388347,0.44467,0.499553,0.557064,0.611373,0.666303,0.721439,0.776857,0.833548,0.888668,0.944126,1.0,-0.0997914,-0.10195,-0.315398,-0.445097,-0.491031,-0.432302,-0.0182318,0.0773063,0.124425,-0.0215694,-0.305499,-0.416092,-0.430035,-0.322363,-0.236899,-0.156755,-0.114786,-0.104961,-0.111035,-0.106812,-0.109061,0.654939,0.639906,0.732711,0.662063,0.559907,0.420584,0.255994,0.174863,-0.0543288,-0.218954,-0.245302,-0.0908957,0.0699711,0.231913,0.363431,0.508828,0.597899,0.632282,0.632941,0.649215,0.645909,8
0.0,0.0883255,0.179115,0.217821,0.233224,0.249995,0.262508,0.27641,0.334126,0.384504,0.403749,0.432723,0.492974,0.537925,0.63939,0.702855,0.726066,0.8111,1.0,-0.0405728,-0.184181,-0.322029,-0.397598,-0.325083,-0.269733,-0.216556,-0.128277,-0.0150864,0.11174,0.11819,0.109585,-0.0864909,-0.292124,-0.363945,-0.272113,-0.145848,-0.0512403,-0.0347486,-0.0358644,-0.0476017,0.675445,0.707363,0.678715,0.439392,0.359384,0.317092,0.301932,0.266524,0.21476,0.129409,-0.00630088,-0.0950476,-0.255988,-0.263739,-0.0292825,0.192882,0.310104,0.466362,0.615918,0.682422,0.694272,8
0.0,0.0880546,0.178833,0.217588,0.232835,0.249151,0.261974,0.276235,0.333523,0.384212,0.403795,0.430659,0.491037,0.536564,0.635058,0.702045,0.724729,0.806437,1.0,-0.0405772,-0.183748,-0.321749,-0.397457,-0.325782,-0.270653,-0.219954,-0.130559,-0.0168101,0.111468,0.117825,0.110804,-0.0776697,-0.287796,-0.364234,-0.276114,-0.150395,-0.0534029,-0.0335031,-0.0362309,-0.0474147,0.675492,0.707147,0.679184,0.440088,0.359896,0.317787,0.302891,0.267751,0.21527,0.130812,-0.00589251,-0.0922425,-0.251023,-0.268096,-0.039187,0.188609,0.304799,0.460659,0.615866,0.681067,0.694623,8
0.0,0.0977047,0.157784,0.226534,0.236256,0.257534,0.336338,0.3576,0.422376,0.429687,0.5104,0.578551,0.665359,0.739526,0.797942,0.922656,0.927243,0.984788,1.0,-0.041055,-0.197912,-0.309987,-0.395266,-0.336247,-0.253018,-0.0561962,0.0802765,0.121261,0.136648,-0.149373,-0.354258,-0.333708,-0.208387,-0.0562689,-0.0393866,-0.0354783,-0.0396723,-0.0461325,-0.0432329,-0.0504662,0.675351,0.71133,0.674816,0.448844,0.359066,0.312712,0.240865,0.166177,0.00119619,-0.0816212,-0.285222,-0.228643,0.0831571,0.248444,0.431644,0.592159,0.623878,0.686921,0.67899,0.69553,0.688747,8
0.0,0.0571134,0.11186,0.169902,0.235439,0.286277,0.343196,0.410484,0.449103,0.496544,0.554593,0.611071,0.66713,0.722815,0.777616,0.833358,0.888384,0.943805,1.0,-0.0388315,-0.138012,-0.245306,-0.353314,-0.379793,-0.317694,0.00589204,0.112013,0.155371,-0.134999,-0.319749,-0.350511,-0.291278,-0.196199,-0.0768953,-0.0452926,-0.0388159,-0.0366845,-0.0392525,-0.044928,-0.0464211,0.675712,0.695508,0.700041,0.595892,0.416219,0.327198,0.225959,0.0829644,-0.0771251,-0.272616,-0.231059,-0.0382938,0.143659,0.263127,0.401347,0.518741,0.590451,0.63012,0.69052,0.684412,0.694075,8
0.0,0.041554,0.0741482,0.141834,0.227325,0.304509,0.369786,0.416036,0.450521,0.501117,0.552933,0.596694,0.659631,0.70784,0.747042,0.781896,0.821895,0.864905,1.0,-0.0969916,-0.0984163,-0.177312,-0.307939,-0.383613,-0.424216,-0.291503,-0.238434,-0.195606,-0.13835,-0.0872425,-0.0816134,-0.078755,-0.0948792,-0.131229,-0.165735,-0.260591,-0.415895,-0.568127,-0.550957,-0.562638,0.382208,0.384911,0.358717,0.357278,0.41914,0.653839,0.807863,0.830831,0.82625,0.683463,0.47125,0.329865,0.0732607,-0.0727302,-0.174178,-0.228526,-0.250025,-0.247095,-0.131486,-0.108114,-0.112733,9
0.0,0.0402952,0.0741288,0.140559,0.224948,0.304256,0.37296,0.418341,0.45188,0.501542,0.551806,0.591977,0.655195,0.704264,0.74587,0.77751,0.819611,0.862083,1.0,-0.0971231,-0.0980578,-0.175533,-0.306575,-0.381889,-0.425469,-0.291132,-0.236945,-0.193134,-0.136457,-0.0875645,-0.0818007,-0.0786786,-0.0926588,-0.128527,-0.162694,-0.250025,-0.406558,-0.569243,-0.550499,-0.562691,0.38189,0.385576,0.35843,0.357594,0.416255,0.650567,0.808792,0.832597,0.821909,0.676849,0.470566,0.336116,0.0891598,-0.0643363,-0.168156,-0.226181,-0.248336,-0.25084,-0.134133,-0.106902,-0.113079,9
0.0,0.0922704,0.123757,0.231766,0.246007,0.267333,0.34918,0.417813,0.501887,0.574473,0.590101,0.667494,0.714286,0.754487,0.821229,0.876896,0.949522,0.992243,1.0,-0.0879724,-0.137387,-0.288481,-0.386901,-0.410949,-0.380211,-0.31086,-0.252604,-0.188573,-0.0773606,-0.0826048,-0.0797649,-0.094776,-0.138715,-0.180282,-0.408844,-0.536431,-0.555649,-0.555873,-0.56479,-0.562633,0.389813,0.359029,0.352887,0.412608,0.599545,0.685809,0.796814,0.819574,0.851783,0.470701,0.309226,0.0428396,-0.0765514,-0.188223,-0.245606,-0.258471,-0.154359,-0.113194,-0.115827,-0.108417,-0.112615,9
0.0,0.0547158,0.11254,0.167522,0.224103,0.280388,0.335162,0.389748,0.442169,0.500148,0.554391,0.608836,0.666288,0.722016,0.775025,0.829843,0.88827,0.944123,1.0,-0.0942365,-0.106145,-0.237516,-0.349065,-0.391675,-0.41205,-0.328627,-0.257344,-0.220835,-0.154984,-0.0862158,-0.0822478,-0.077101,-0.104852,-0.136538,-0.22101,-0.453032,-0.530838,-0.560982,-0.553187,-0.565755,0.386813,0.374233,0.354923,0.367257,0.488424,0.639731,0.774493,0.818361,0.84719,0.749516,0.475912,0.316249,0.0429628,-0.0953276,-0.204167,-0.254436,-0.241949,-0.147484,-0.11469,-0.114242,-0.109388,9
0.0,0.0437804,0.101357,0.153115,0.205669,0.259657,0.336688,0.402523,0.44319,0.478162,0.514907,0.562411,0.617634,0.680777,0.72834,0.762433,0.795849,0.849744,1.0,-0.0651845,-0.0571963,-0.273264,-0.31514,-0.435373,-0.43815,-0.420135,-0.298987,-0.2204,-0.145078,-0.121579,-0.092044,-0.0823855,-0.0639412,-0.0726166,-0.149387,-0.292374,-0.444667,-0.654021,-0.632347,-0.642107,0.337724,0.323784,0.332133,0.338366,0.475509,0.574281,0.753771,0.789648,0.766994,0.597904,0.511903,0.346932,0.238204,0.0604654,-0.0263022,-0.148243,-0.206018,-0.250737,-0.17152,-0.102622,-0.122045,9
0.0,0.0441759,0.0998544,0.152807,0.209132,0.267551,0.344646,0.4085,0.452181,0.492654,0.534042,0.579165,0.629254,0.686396,0.731613,0.764916,0.800039,0.851477,1.0,-0.0649609,-0.0577447,-0.270527,-0.315861,-0.435317,-0.440951,-0.41022,-0.289292,-0.206905,-0.135872,-0.110283,-0.0870152,-0.0780197,-0.0619138,-0.08137,-0.158936,-0.3077,-0.452131,-0.655104,-0.631207,-0.64253,0.337319,0.324613,0.330586,0.340183,0.473329,0.587451,0.762019,0.795632,0.745276,0.573385,0.458158,0.299867,0.190778,0.0370429,-0.0396366,-0.157261,-0.209721,-0.250581,-0.166572,-0.104631,-0.121451,9
0.0,0.0406664,0.0972816,0.12366,0.170765,0.179817,0.259106,0.331081,0.348883,0.481493,0.486574,0.621425,0.677851,0.753209,0.783396,0.835534,0.87966,0.979483,1.0,-0.0671987,-0.0527579,-0.26168,-0.305478,-0.381645,-0.431056,-0.43537,-0.439411,-0.332447,-0.230607,-0.140712,-0.0891853,-0.0663295,-0.070552,-0.184891,-0.411784,-0.52276,-0.645325,-0.62764,-0.643575,-0.643139,0.334089,0.332322,0.317973,0.348793,0.397445,0.495689,0.556582,0.750086,0.771831,0.799262,0.621245,0.329379,0.120692,-0.0498586,-0.180151,-0.236529,-0.236002,-0.13772,-0.12365,-0.11665,-0.116143,9
0.0,0.050385,0.106831,0.162144,0.217325,0.273497,0.330347,0.385386,0.442025,0.500251,0.55621,0.61234,0.667544,0.725756,0.779064,0.833618,0.889183,0.944465,1.0,-0.0591516,-0.0721667,-0.282083,-0.328104,-0.446342,-0.435136,-0.409736,-0.304499,-0.232431,-0.141823,-0.104068,-0.0818664,-0.067327,-0.0694098,-0.136873,-0.368518,-0.533125,-0.623522,-0.634355,-0.638999,-0.643443,0.336768,0.325054,0.327901,0.351589,0.493418,0.604696,0.761386,0.781723,0.777638,0.609717,0.424778,0.250499,0.0894725,-0.0182,-0.146957,-0.237519,-0.236344,-0.151977,-0.124605,-0.118969,-0.115493,9
0.0,0.0201986,0.0589855,0.113886,0.186645,0.273846,0.379213,0.441957,0.481569,0.52035,0.555289,0.59863,0.640894,0.68375,0.723811,0.762468,0.793782,0.831212,1.0,-0.101068,-0.0924471,-0.146018,-0.265144,-0.329289,-0.347826,-0.283136,-0.221911,-0.109454,-0.0560702,-0.0268454,-0.0216854,-0.0224733,-0.0174958,-0.0518609,-0.128465,-0.220967,-0.295945,-0.527545,-0.452695,-0.483616,0.330848,0.33828,0.325569,0.342158,0.355821,0.556674,0.612042,0.620511,0.555308,0.421779,0.30393,0.169987,0.0967232,-0.0268281,-0.106149,-0.214581,-0.271564,-0.306163,-0.181974,-0.180423,-0.177097,9
0.0,0.0215175,0.0585755,0.112425,0.187357,0.282138,0.382636,0.444926,0.485751,0.523664,0.558315,0.601713,0.642912,0.687229,0.72788,0.766954,0.801524,0.84279,1.0,-0.100959,-0.0925194,-0.147667,-0.263399,-0.330316,-0.347225,-0.281023,-0.215057,-0.104393,-0.052285,-0.0258031,-0.0220197,-0.0212887,-0.0197488,-0.0531442,-0.142628,-0.226898,-0.32305,-0.520846,-0.454642,-0.483514,0.330816,0.338454,0.325489,0.342293,0.354855,0.563869,0.611862,0.619849,0.548151,0.411276,0.291434,0.162318,0.0907755,-0.0345518,-0.112386,-0.224308,-0.279992,-0.301212,-0.171044,-0.187472,-0.174801,9
0.0,0.030581,0.139471,0.19553,0.273209,0.354994,0.401232,0.429981,0.466379,0.569451,0.600348,0.666853,0.686239,0.761517,0.774871,0.783723,0.816238,0.830179,1.0,-0.102079,-0.0894915,-0.267792,-0.334699,-0.342555,-0.280991,-0.246443,-0.163112,-0.121129,-0.0343802,-0.0209617,-0.0207238,-0.0210277,-0.0817833,-0.176812,-0.249825,-0.275454,-0.348362,-0.506778,-0.462482,-0.480714,0.332981,0.334309,0.327555,0.357835,0.570853,0.604148,0.619068,0.593401,0.54729,0.417192,0.196056,0.0628809,-0.0515459,-0.152303,-0.265107,-0.2778,-0.293802,-0.28987,-0.172608,-0.18759,-0.175002,9
0.0,0.0545028,0.113285,0.167818,0.220729,0.2773,0.333793,0.389094,0.444241,0.499839,0.555059,0.610077,0.66733,0.72318,0.783253,0.837034,0.888305,0.94378,1.0,-0.0940434,-0.110079,-0.25706,-0.319756,-0.343972,-0.327683,-0.280091,-0.252208,-0.175608,-0.101063,-0.0318081,-0.0210461,-0.0220479,-0.0195832,-0.136713,-0.256352,-0.420892,-0.468443,-0.473384,-0.480857,-0.475124,0.335613,0.328823,0.336029,0.354057,0.483115,0.582928,0.60401,0.615277,0.603737,0.534014,0.366696,0.179523,0.0607498,-0.0812645,-0.209035,-0.320276,-0.248823,-0.189863,-0.186265,-0.175277,-0.177327,9
0.0,0.0456271,0.0865681,0.172467,0.23108,0.291291,0.379529,0.427722,0.466836,0.506888,0.560996,0.601396,0.681174,0.735695,0.764414,0.812763,0.869986,0.935236,1.0,-0.0312877,-0.0866994,-0.244527,-0.309223,-0.342829,-0.236971,-0.174567,-0.118597,-0.0501343,-0.0107898,0.00651896,0.0109882,0.0269552,0.0336228,0.0117309,-0.0246166,-0.223685,-0.357763,-0.362476,-0.385906,-0.381977,0.419478,0.41907,0.429786,0.504264,0.603374,0.747537,0.787225,0.792091,0.698592,0.57498,0.487002,0.4087,0.299206,0.0895615,-0.0175242,-0.069798,-0.0868747,-0.067427,-0.0495873,-0.0336602,-0.035219,9
0.0,0.0449604,0.0864115,0.172906,0.231601,0.284589,0.375975,0.419276,0.461725,0.502174,0.554789,0.593693,0.684111,0.737673,0.76593,0.824782,0.879185,0.935022,1.0,-0.0314606,-0.0854495,-0.243601,-0.309689,-0.342417,-0.240386,-0.175973,-0.125877,-0.0559175,-0.0159015,0.00676265,0.00907523,0.0268954,0.0334754,0.0123239,-0.0355896,-0.259315,-0.354568,-0.366988,-0.384003,-0.38276,0.419437,0.419201,0.429381,0.504199,0.603488,0.743958,0.785852,0.794651,0.711161,0.591972,0.495505,0.418705,0.312012,0.0903378,-0.0211446,-0.0748893,-0.0862208,-0.064404,-0.0494591,-0.0330208,-0.035482,9
0.0,0.0436094,0.0790251,0.161503,0.240792,0.268188,0.379806,0.428846,0.474769,0.599928,0.687528,0.744812,0.775696,0.791944,0.839241,0.850072,0.90468,0.985719,1.0,-0.0330818,-0.0798399,-0.233216,-0.303685,-0.348387,-0.249953,-0.174421,-0.130527,-0.0433699,0.0109309,0.0156529,0.0375075,0.0067856,-0.0351525,-0.159411,-0.247321,-0.334798,-0.36468,-0.378305,-0.383023,-0.385074,0.418895,0.420607,0.426086,0.496564,0.592944,0.735848,0.785124,0.80415,0.692064,0.478347,0.394248,0.0748559,-0.0322765,-0.0664413,-0.0821546,-0.080727,-0.0715161,-0.0545583,-0.0393979,-0.0332359,-0.0364125,9
0.0,0.0539673,0.109615,0.165314,0.221682,0.277666,0.333169,0.389067,0.444381,0.498334,0.555235,0.610903,0.666367,0.72225,0.77518,0.830836,0.888828,0.944323,1.0,-0.0261924,-0.110544,-0.277168,-0.308636,-0.334807,-0.253575,-0.19039,-0.151595,-0.0897362,-0.0298144,0.00780358,0.00815776,0.0284439,0.029128,0.0204339,-0.0297051,-0.289522,-0.355565,-0.371173,-0.382914,-0.383327,0.419836,0.417925,0.437685,0.519721,0.606159,0.732271,0.775782,0.791914,0.767569,0.645484,0.500048,0.416379,0.304249,0.11625,-0.013088,-0.0774726,-0.0844504,-0.0612391,-0.0477492,-0.0323304,-0.0358759,9
0.0,0.10664,0.165815,0.215307,0.263618,0.333013,0.373118,0.403472,0.430794,0.457619,0.494565,0.526993,0.573098,0.634852,0.679144,0.718993,0.773077,0.868615,1.0,-0.609619,-0.63984,-0.648256,-0.727993,-0.73143,-0.729578,-0.742199,-0.416766,-0.399018,-0.33351,-0.333725,-0.308288,-0.312214,-0.306999,-0.315807,-0.298464,-0.389444,-0.445049,-0.613308,-0.658376,-0.676779,0.594535,0.597617,0.597559,0.565377,0.451438,0.429529,0.340736,0.195119,0.210317,0.181377,0.178843,0.142533,0.14941,0.106932,0.0485054,-0.0275623,-0.0688092,-0.0578532,-0.0828497,0.0240832,0.0152373,s
0.0,0.107099,0.166018,0.21561,0.26427,0.333631,0.374757,0.404595,0.432735,0.460857,0.497789,0.530762,0.577398,0.637808,0.681152,0.721008,0.775432,0.869313,1.0,-0.609599,-0.640029,-0.648147,-0.728589,-0.730622,-0.731364,-0.738294,-0.411396,-0.397543,-0.330509,-0.333164,-0.306914,-0.312452,-0.307526,-0.314431,-0.300764,-0.393082,-0.446642,-0.615578,-0.657521,-0.677139,0.594553,0.597568,0.597684,0.564943,0.450544,0.430016,0.337187,0.19376,0.209835,0.180727,0.176156,0.141744,0.148417,0.102297,0.0442516,-0.0308587,-0.0689912,-0.0579999,-0.0821106,0.0245515,0.0150535,s
0.0,0.0344481,0.0810014,0.141957,0.245615,0.252047,0.334734,0.361289,0.409824,0.461426,0.529459,0.624447,0.683147,0.763132,0.819804,0.847028,0.897103,0.929393,1.0,-0.609972,-0.615876,-0.643377,-0.646373,-0.729705,-0.733718,-0.72775,-0.765032,-0.432178,-0.368168,-0.314125,-0.308696,-0.312049,-0.303253,-0.441814,-0.473333,-0.56513,-0.60564,-0.649468,-0.662854,-0.680057,0.596831,0.592827,0.599862,0.590357,0.586993,0.453928,0.418018,0.359006,0.198241,0.208369,0.157856,0.146932,0.0769552,-0.0534045,-0.0705405,-0.0600034,-0.0680593,-0.0491023,0.00639694,0.00698806,0.0221811,s
0.0,0.0556513,0.111115,0.166686,0.222217,0.277982,0.326648,0.376244,0.440396,0.498578,0.554823,0.611428,0.667358,0.722317,0.77773,0.832675,0.888375,0.944276,1.0,-0.606009,-0.630822,-0.638826,-0.672111,-0.732426,-0.725063,-0.74361,-0.702244,-0.369117,-0.349458,-0.303146,-0.310717,-0.315691,-0.293658,-0.376669,-0.450758,-0.51268,-0.617759,-0.639903,-0.673134,-0.676817,0.596212,0.593885,0.598953,0.589219,0.559204,0.437785,0.431069,0.317376,0.181642,0.199817,0.139508,0.14048,0.0680507,-0.0110055,-0.0730054,-0.0591069,-0.0682521,-0.056581,0.0108644,0.00753141,0.0230014,s
0.0,0.0580974,0.0909677,0.150674,0.263434,0.329976,0.370344,0.398974,0.446774,0.53782,0.604624,0.636907,0.669378,0.695554,0.757888,0.843113,0.885383,0.925556,1.0,-0.00990764,-0.0619586,-0.135597,-0.412558,-0.602239,-0.611349,-0.564001,-0.372931,-0.115403,0.0318644,0.106859,0.119209,-0.134521,-0.290434,-0.581924,-0.588641,-0.665189,-0.40688,-0.1699,-0.0249295,-0.0481393,0.541764,0.553396,0.575491,0.612861,0.632116,0.531144,0.335682,0.323559,0.266999,0.216216,0.081542,-0.0864978,-0.235541,-0.228204,-0.265099,-0.136134,-0.0176743,0.0610839,0.138097,0.157111,0.163005,s
0.0,0.0590125,0.0930547,0.157405,0.269201,0.332493,0.37186,0.402783,0.453928,0.540571,0.604939,0.635833,0.66924,0.696944,0.757274,0.842895,0.885201,0.925307,1.0,-0.0102244,-0.0617192,-0.14007,-0.429229,-0.60502,-0.611861,-0.556232,-0.355883,-0.0940888,0.0339902,0.111752,0.113972,-0.13256,-0.291,-0.581763,-0.588644,-0.665959,-0.408111,-0.170361,-0.0250391,-0.0480709,0.542155,0.552585,0.577526,0.613832,0.632765,0.516079,0.332179,0.322224,0.260844,0.211538,0.0706696,-0.0875656,-0.235399,-0.228104,-0.26465,-0.135773,-0.0182091,0.0607429,0.138019,0.157048,0.163032,s
0.0,0.129524,0.161011,0.222987,0.227343,0.270337,0.389348,0.405893,0.422374,0.516848,0.562622,0.619081,0.632997,0.657302,0.661834,0.807609,0.808816,0.876822,1.0,-0.0188639,-0.0705753,-0.444266,-0.574523,-0.603463,-0.589787,-0.630749,-0.462038,-0.124273,0.000566895,0.0886239,0.109662,0.0833888,-0.166109,-0.164871,-0.674664,-0.589696,-0.629169,-0.394616,-0.0267281,-0.0441895,0.541683,0.566068,0.624751,0.614687,0.578745,0.535829,0.377182,0.32013,0.275838,0.217629,0.154924,-0.0213923,-0.118406,-0.236627,-0.21334,-0.304519,-0.141641,-0.0176848,0.0804814,0.164356,0.159957,s
0.0,0.0555911,0.109455,0.166688,0.222855,0.278902,0.340941,0.392494,0.441583,0.497351,0.557106,0.608837,0.667221,0.718897,0.777845,0.834856,0.889312,0.944021,1.0,-0.0140541,-0.0498458,-0.164909,-0.458843,-0.578234,-0.602855,-0.59731,-0.537337,-0.192259,0.00547203,0.0653678,0.128913,0.0582887,-0.309844,-0.616344,-0.592945,-0.649168,-0.381878,-0.136765,-0.0253135,-0.050404,0.541435,0.553788,0.577397,0.624268,0.613145,0.572622,0.428751,0.329539,0.295214,0.225802,0.147416,0.0243315,-0.163824,-0.25843,-0.243252,-0.109716,-0.0137874,0.0718864,0.141246,0.161596,0.160768,s
0.0,0.113774,0.17592,0.213324,0.236478,0.272086,0.357418,0.406626,0.460557,0.565463,0.619011,0.635513,0.712825,0.730177,0.867144,0.872387,0.873812,0.935165,1.0,0.0211769,-0.138737,-0.551061,-0.664378,-0.477952,0.0830573,0.456371,0.43996,0.41774,-0.19964,-0.311237,-0.441582,-0.43267,-0.52161,-0.0541251,-0.0748959,0.0468763,0.0288482,0.0478344,0.0883105,0.112401,0.655187,0.609167,0.76009,0.369292,0.249201,0.224766,-0.0396298,-0.170878,-0.320084,-0.414351,-0.404872,-0.314818,-0.220845,-0.154048,0.0275377,-0.0452964,-0.0243613,-0.0341361,-0.0207356,-0.0691483,-0.111533,s
0.0,0.110891,0.172774,0.210288,0.234508,0.268943,0.349558,0.397636,0.453534,0.554498,0.606729,0.624305,0.702436,0.722447,0.855497,0.863953,0.872186,0.936118,1.0,0.0206976,-0.133243,-0.53814,-0.662907,-0.505626,0.0339377,0.459686,0.417845,0.461244,-0.130372,-0.310041,-0.419549,-0.427425,-0.538331,-0.119955,-0.0609512,0.0322829,0.0380782,0.0384357,0.0930184,0.110751,0.655577,0.608861,0.756583,0.389155,0.249611,0.233844,-0.014725,-0.162477,-0.297014,-0.418552,-0.398274,-0.344017,-0.229173,-0.187025,0.0256087,-0.0414329,-0.0233811,-0.0352848,-0.0195933,-0.0701634,-0.111369,s
0.0,0.134453,0.138262,0.223601,0.254087,0.258856,0.275265,0.340292,0.430616,0.440386,0.483122,0.577197,0.635289,0.678501,0.682624,0.763659,0.789253,0.803246,1.0,0.0205606,-0.165405,-0.518933,-0.649438,-0.636457,0.158117,0.225702,0.434007,0.447165,0.428679,0.0542794,-0.261567,-0.335826,-0.483046,-0.426951,-0.516489,-0.106293,-0.144439,0.121901,-0.0118226,0.122013,0.65495,0.602942,0.745464,0.387176,0.24262,0.201264,0.107236,-0.0313223,-0.192939,-0.297403,-0.393589,-0.387643,-0.413736,-0.251064,-0.215019,-0.112032,-0.0202568,-0.02137,-0.0398279,0.00783043,-0.107705,s
0.0,0.05654,0.118153,0.183094,0.216082,0.236347,0.329504,0.393139,0.444356,0.499149,0.553757,0.612502,0.667029,0.70275,0.741216,0.814468,0.879621,0.940401,1.0,0.0273621,-0.066416,-0.274219,-0.601283,-0.666802,-0.424006,0.406009,0.413225,0.480471,0.108409,-0.252751,-0.310687,-0.465039,-0.435174,-0.482513,-0.132566,-0.084398,0.0761318,0.0143973,0.111569,0.103545,0.642144,0.652056,0.640047,0.668865,0.32335,0.269151,0.139965,-0.160706,-0.248593,-0.406157,-0.383117,-0.411019,-0.295048,-0.22046,-0.125729,-0.0105106,-0.027337,-0.0276922,-0.0296679,-0.069018,-0.113013,s
0.0,0.0591657,0.112755,0.169939,0.230518,0.272522,0.332636,0.412591,0.45378,0.478042,0.519702,0.565301,0.621596,0.644399,0.721086,0.775827,0.817745,0.897818,1.0,-0.373117,-0.359616,-0.347178,-0.242736,-0.0251621,0.0650352,0.27444,0.234942,0.285064,0.138766,-0.11873,-0.244285,-0.323599,-0.38202,-0.370316,-0.388303,-0.205494,0.0902422,0.217692,0.261916,0.234718,-0.243351,-0.270676,-0.331606,-0.400654,-0.444573,-0.444146,-0.43464,-0.222068,-0.0865109,0.013339,0.0818464,0.0746531,0.113755,0.182168,0.298559,0.378246,0.549229,0.534233,0.58471,0.391877,0.39163,s
0.0,0.0591657,0.112755,0.169939,0.230518,0.272522,0.332636,0.412591,0.45378,0.478042,0.519702,0.565301,0.621596,0.644399,0.721086,0.775827,0.817745,0.897818,1.0,-0.373117,-0.359616,-0.347178,-0.242736,-0.0251621,0.0650352,0.27444,0.234942,0.285064,0.138766,-0.11873,-0.244285,-0.323599,-0.38202,-0.370316,-0.388303,-0.205494,0.0902422,0.217692,0.261916,0.234718,-0.243351,-0.270676,-0.331606,-0.400654,-0.444573,-0.444146,-0.43464,-0.222068,-0.0865109,0.013339,0.0818464,0.0746531,0.113755,0.182168,0.298559,0.378246,0.549229,0.534233,0.58471,0.391877,0.39163,s
0.0,0.131822,0.215929,0.220723,0.269993,0.316332,0.423363,0.456715,0.487348,0.504451,0.608023,0.64143,0.733614,0.761569,0.814875,0.90318,0.91938,0.994084,1.0,-0.36378,-0.376491,-0.255336,0.0233378,0.0940271,0.267393,0.230739,0.303778,0.100019,-0.115351,-0.273682,-0.365469,-0.381422,-0.376975,-0.219298,0.0994893,0.156401,0.266016,0.219816,0.251373,0.239965,-0.242429,-0.309049,-0.420828,-0.446435,-0.439667,-0.451289,-0.235855,-0.0822691,0.0263672,0.0784809,0.075078,0.127469,0.295726,0.377996,0.540457,0.540304,0.560579,0.483938,0.385275,0.397135,0.391292,s
